Id	Bas3	Bas2	WT4	WT3	norm.Bas3	norm.Bas2	norm.WT4	norm.WT3	baseMean	Base	WT	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks	cogClass	prod
CD630_29430	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	L	Putative phage replication protein
CD630_29440	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Putative phage essential recombination function protein
CD630_29450	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Putative bacteriophage resistance protein
CD630_29460	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Putative phage protein
CD630_29470	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Putative phage protein
CD630_29471	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Hypothetical protein
CD630_29480	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Putative phage protein
CD630_29490	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Transcriptional regulator%2C Phage-type
CD630_29500	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	K	Transcriptional regulator%2C HTH-type
CD630_29510	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Putative phage protein
CD630_29520	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	L	Putative phage site-specific integrase
CD630_29521_p01	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Fragment of ABC-type transport system%2C ATP-binding protein %28Part 1%29
CD630_29521_p02	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Fragment of ABC-type transport system%2C ATP-binding protein %28Part 2%29
CD630_29521_p03	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Fragment of ABC-type transport system%2C ATP-binding protein %28Part 3%29
CD630_29521_p04	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Fragment of ABC-type transport system%2C ATP-binding protein %28Part 4%29
CD630_29521_p05	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Fragment of ABC-type transport system%2C ATP-binding protein %28Part 5%29
CD630_29521_p06	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Fragment of ABC-type transport system%2C ATP-binding protein %28Part 6%29
CD630_29521_p07	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Fragment of ABC-type transport system%2C ATP-binding protein %28Part 7%29
CD630_29521_p08	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Fragment of ABC-type transport system%2C ATP-binding protein %28Part 8%29
CD630_29521_p09	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Fragment of ABC-type transport system%2C ATP-binding protein %28Part 9%29
CD630_29521_p10	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Fragment of ABC-type transport system%2C ATP-binding protein %28Part 10%29
CD630_29521_p11	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Fragment of ABC-type transport system%2C ATP-binding protein %28Part 11%29
CD630_29530	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	P	ABC-type transport system%2C iron-family extracellular solute-binding protein
CD630_29540	0	0	11	5	0	0	7	2	2.29	0	4	1.64	0.714	1.556	0.119740410442865	0.285441786510264	1.6592	1.4918	1.5034	1.5034	TRUE	NA	C	V-type sodium ATPase subunit D
CD630_29550	2	0	25	16	5	0	17	5	6.71	2	11	1.831	0.872	1.654	0.0980831712703992	0.257195871331269	0.7748	0.467	0.4935	0.4935	TRUE	NA	C	V-type sodium ATPase subunit B
CD630_29560	0	0	25	10	0	0	17	3	5.08	0	10	2.76	1.464	2.511	0.0120395875656421	0.105538952214222	1.8938	0.6146	0.689	0.689	TRUE	NA	C	V-type sodium ATPase subunit A
CD630_29561	0	0	2	0	0	0	1	0	0.34	0	0	1.032	0.045	0.171	0.864394441197924	NA	0	27.0345	10	10	TRUE	NA	C	V-type sodium ATPase subunit F
CD630_29570	0	0	8	5	0	0	5	2	1.78	0	4	1.41	0.496	1.208	0.226870874067778	0.414543593358062	0.9503	2.4663	2.3667	2.3667	TRUE	NA	C	V-type sodium ATPase subunit C
CD630_29580	0	0	0	3	0	0	0	1	0.25	0	0	1.017	0.024	0.092	0.926773056356127	NA	0	45.2588	10	10	TRUE	NA	C	V-type sodium ATPase subunit E
CD630_29590	0	0	4	5	0	0	3	2	1.09	0	2	1.209	0.274	0.775	0.438360807013902	NA	0	4.4081	4.0573	4.0573	TRUE	NA	notInCOG	V-type sodium ATPase subunit K
CD630_29600	0	0	21	8	0	0	14	3	4.24	0	8	2.413	1.271	2.297	0.0216303255715854	0.118715275230097	2.0042	0.7212	0.7968	0.7968	TRUE	NA	C	V-type sodium ATPase subunit I
CD630_29610	0	0	3	2	0	0	2	1	0.68	0	2	1.082	0.114	0.408	0.683254353282416	NA	0	9.6041	8.6315	8.6315	TRUE	NA	notInCOG	Conserved hypothetical protein
CD630_29620	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Conserved hypothetical protein
CD630_29630	0	0	0	6	0	0	0	2	0.49	0	1	1.055	0.078	0.295	0.767798119699751	NA	0	15.5314	10	10	TRUE	NA	M	L%2CD-transpeptidases
CD630_29640	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	R	Putative tRNA-binding protein
CD630_29650	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	T-T	Putative signaling protein
CD630_29660	12	10	22	44	27	18	15	15	18.73	22	15	0.772	-0.374	-0.868	0.385242403070022	0.579090491239014	0	0.2112	0.1774	0.1774	TRUE	NA	I-C	Aldehyde-alcohol dehydrogenase
CD630_29661	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Conserved hypothetical protein
CD630_29670	0	0	2	5	0	0	1	2	0.75	0	2	1.104	0.143	0.483	0.629227581489511	NA	0	7.9966	7.1857	7.1857	TRUE	NA	DE	Dipicolinate synthase subunit B
CD630_29680	0	0	0	2	0	0	0	1	0.16	0	0	0.996	-0.006	-0.024	0.981064521226078	NA	0	91.5366	10	10	TRUE	NA	DE	Dipicolinate synthase subunit A
CD630_29690	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	I	Putative AMP-binding protein
CD630_29700	0	0	0	4	0	0	0	1	0.33	0	0	1.032	0.046	0.176	0.860578091675556	NA	0	28.4427	10	10	TRUE	NA	I	Putative thiolase
CD630_29710	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	H	Biotin synthase
CD630_29720	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Conserved hypothetical protein
CD630_29721	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Fragment of conserved hypothetical protein %28Central region%29
CD630_29730	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	J	Putative acetyltransferase
CD630_29740	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Conserved hypothetical protein
CD630_29750	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	V	Putative CRISPR-associated Cas2 family protein
CD630_29760	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	V	Putative CRISPR-associated Cas1 family protein
CD630_29770	0	0	0	2	0	0	0	1	0.16	0	0	0.996	-0.006	-0.024	0.981064521226078	NA	0	91.5366	10	10	TRUE	NA	V	Putative CRISPR-associated Cas4 family protein
CD630_29780	0	0	1	1	0	0	1	0	0.25	0	0	1.016	0.022	0.086	0.931538183208448	NA	0	43.6455	10	10	TRUE	NA	V	Putative CRISPR-associated Cas3 family helicase
CD630_29790	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	V	Putative CRISPR-associated Cas5 family protein
CD630_29800	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	V	Putative CRISPR-associated autoregulator DevR family protein protein
CD630_29810	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	V	Putative CRISPR-associated protein%2C CXXC-CXXC
CD630_29820	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	V	Putative CRISPR-associated Cas6 family protein
CD630_29830	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	K	Putative Helix-Turn-Helix DNA-binding protein
CD630_29840	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	ABC-type transport system%2C permease
CD630_29850	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	M	ABC-type transport system%2C ATP-binding protein
CD630_29860	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	I	Undecaprenyl-diphosphatase 2 %28Undecaprenyl pyrophosphate phosphatase 2%29 %28Bacitracin resistance protein 2%29
CD630_29870	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	T	Two-component sensor histidine kinase
CD630_29880	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	TK	Two-component response regulator
CD630_29890	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	P	ABC-type transport system%2C sulfonate-family extracellular solute-binding protein
CD630_29900	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	P	ABC-type transport system%2C sulfonate-family ATP-binding protein
CD630_29910	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	P	ABC-type transport system%2C sulfonate-family permease
CD630_29920	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Conserved hypothetical protein
CD630_29930	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	VT	Conserved hypothetical protein
CD630_29940	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	F	Ribonucleoside-diphosphate reductase subunit beta %28Ribonucleotide reductase small subunit%29
CD630_29950	0	4	0	0	0	7	0	0	1.82	4	0	0.585	-0.772	-1.856	0.0635233221590624	0.192514855407039	10	2.3625	2.8059	2.8059	TRUE	NA	F	Ribonucleoside-diphosphate reductase subunit alpha %28Ribonucleotide reductase large subunit%29
CD630_29960	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	Conserved hypothetical protein
CD630_29970	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	PH	ABC-type transport system%2C iron-family ATP-binding protein
CD630_29980	0	0	2	0	0	0	1	0	0.34	0	0	1.032	0.045	0.171	0.864394441197924	NA	0	27.0345	10	10	TRUE	NA	P	ABC-type transport system%2C iron-family permease
CD630_29990	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	P	ABC-type transport system%2C iron-family extracellular solute-binding protein
CD630_30000	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	EM	Dihydrodipicolinate synthase 1
CD630_30010	2	0	0	0	5	0	0	0	1.13	2	0	0.739	-0.436	-1.287	0.198060006152392	NA	10	4.2253	4.885	4.885	TRUE	NA	Q	Putative hydrolase/isomerase/hydratase
CD630_30020	0	0	0	1	0	0	0	0	0.08	0	0	0.972	-0.041	-0.159	0.874051897451427	NA	0	349.1015	10	10	TRUE	NA	G	D-galactate dehydratase/Altronate hydrolase
CD630_30030	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	G	Putative N-terminus region of carbohydrate hydrolase%2C SAF domain
CD630_30040	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	2-keto-3-deoxygluconate permease 2
CD630_30050	0	0	0	2	0	0	0	1	0.16	0	0	0.996	-0.006	-0.024	0.981064521226078	NA	0	91.5366	10	10	TRUE	NA	K	Transcriptional regulator%2C IclR family
CD630_30060	0	0	0	2	0	0	0	1	0.16	0	0	0.996	-0.006	-0.024	0.981064521226078	NA	0	91.5366	10	10	TRUE	NA	C	Alcohol dehydrogenase
CD630_30070	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	S-M	Putative L%2CD-transpeptidases
CD630_30080	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Fragment of conserved hypothetical protein %28N-terminal region%29
CD630_30090	0	0	2	0	0	0	1	0	0.34	0	0	1.032	0.045	0.171	0.864394441197924	NA	0	27.0345	10	10	TRUE	NA	C	Putative pyridine nucleotide-disulphide oxidoreductase%2C class I
CD630_30100	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	CO-O	Putative cytochrome C assembly protein
CD630_30110	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	K	Transcriptional regulator%2C HxlR family DUF24
CD630_30120	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	G	Putative alpha-mannosidase
CD630_30130	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	G	PTS system%2C mannose-specfic IIC component
CD630_30140	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	G	PTS system%2C mannose-specfic IIB component
CD630_30150	0	0	0	1	0	0	0	0	0.08	0	0	0.972	-0.041	-0.159	0.874051897451427	NA	0	349.1015	10	10	TRUE	NA	GT	PTS system%2C mannose-specfic IIA component
CD630_30160	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	K-GT	Transcription antiterminator%2C PTS operon regulator
CD630_30170	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	G	Putative glucose uptake protein
CD630_30180	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Putative redox-active protein
CD630_30190	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	V	Putative transporter
CD630_30200_p1	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Fragment of conserved hypothetical protein%2C DUF1848 family %28Part 1%29
CD630_30200_p2	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Fragment of conserved hypothetical protein%2C DUF1848 family %28Part 2%29
CD630_30220	0	0	1	0	0	0	1	0	0.17	0	0	0.991	-0.013	-0.052	0.958647752371122	NA	0	86.313	10	10	TRUE	NA	notInCOG	Conserved hypothetical protein
CD630_30230	0	0	0	2	0	0	0	1	0.16	0	0	0.996	-0.006	-0.024	0.981064521226078	NA	0	91.5366	10	10	TRUE	NA	notInCOG	Conserved hypothetical protein
CD630_30240	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Conserved hypothetical protein
CD630_30250	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	J	Putative ferredoxin%2C iron-sulphur domain-containing protein
CD630_30260	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	Conserved hypothetical protein
CD630_30270	0	0	0	1	0	0	0	0	0.08	0	0	0.972	-0.041	-0.159	0.874051897451427	NA	0	349.1015	10	10	TRUE	NA	G	PTS system%2C glucose-like IIA component
CD630_30280	0	0	0	5	0	0	0	2	0.41	0	1	1.045	0.064	0.241	0.809341083045668	NA	0	20.2414	10	10	TRUE	NA	GM	Putative phosphosugar isomerase
CD630_30290	0	0	0	2	0	0	0	1	0.16	0	0	0.996	-0.006	-0.024	0.981064521226078	NA	0	91.5366	10	10	TRUE	NA	ER	Bifunctional protein: cystathionine beta-lyase / repressor
CD630_30300	0	0	2	15	0	0	1	5	1.58	0	3	1.342	0.425	1.084	0.278494532887187	NA	1.341	2.9477	2.8347	2.8347	TRUE	NA	G-G	PTS system%2C glucose-like IIBC component
CD630_30310	0	0	2	4	0	0	1	1	0.67	0	1	1.082	0.113	0.407	0.683976199146408	NA	0	9.7349	8.6653	8.6653	TRUE	NA	K	Transcription antiterminator%2C PTS operon regulator
CD630_30320	0	0	0	8	0	0	0	3	0.66	0	2	1.072	0.101	0.381	0.703273297261834	NA	10	10.0039	10	10	TRUE	NA	E	Putative pyridoxal phosphate-dependent transferase
CD630_30330	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	Thioredoxin
CD630_30340	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	K	Transcriptional regulator%2C TrmB family
CD630_30350	0	0	0	2	0	0	0	1	0.16	0	0	0.996	-0.006	-0.024	0.981064521226078	NA	0	91.5366	10	10	TRUE	NA	R	Putative diaminopimelate epimerase%2C PhzF family
CD630_30360	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	E	Transporter%2C Major Facilitator Superfamily %28MFS%29
CD630_30370	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	K	Transcriptional regulator%2C CarD family
CD630_30380	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	R	Conserved hypothetical protein
CD630_30390	0	0	2	0	0	0	1	0	0.34	0	0	1.032	0.045	0.171	0.864394441197924	NA	0	27.0345	10	10	TRUE	NA	R	Putative ATPase
CD630_30400	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Conserved hypothetical protein
CD630_30410	0	0	1	0	0	0	1	0	0.17	0	0	0.991	-0.013	-0.052	0.958647752371122	NA	0	86.313	10	10	TRUE	NA	HR	Proline iminopeptidase %28Proline aminopeptidase%29 %28PIP%29%2C peptidase S33 family
CD630_30420	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	Putative membrane protein
CD630_30430	0	0	0	12	0	0	0	4	0.99	0	2	1.148	0.199	0.631	0.528213016687797	NA	10	5.0258	5.977	5.977	TRUE	NA	notInCOG	Conserved hypothetical protein
CD630_30440	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	K	Transcriptional regulator%2C RpiR family
CD630_30450	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	G	Putative ATPase%2C BadF/BadG/BcrA/BcrD type
CD630_30460	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	M	N-acetylmuramic acid 6-phosphate etherase
CD630_30470	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	Conserved hypothetical protein
CD630_30480	0	0	0	4	0	0	0	1	0.33	0	0	1.032	0.046	0.176	0.860578091675556	NA	0	28.4427	10	10	TRUE	NA	G	PTS system%2C lactose/cellobiose-family IIC membrane component
CD630_30490	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	G	PTS system%2C lactose/cellobiose-family IIB subunit
CD630_30500	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Putative membrane protein
CD630_30510	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	M	Anhydro-N-acetylmuramic acid kinase %28AnhMurNAc kinase%29
CD630_30530	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	T	Two-component sensor histidine kinase
CD630_30540	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	TK	Two-component response regulator
CD630_30550	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	ABC-type transport system%2C permease
CD630_30560	0	2	0	0	0	4	0	0	0.91	2	0	0.795	-0.33	-1.077	0.281689062410677	NA	10	5.7564	6.4924	6.4924	TRUE	NA	M	ABC-type transport system%2C ATP-binding protein
CD630_30570	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Transporter%2C Major Facilitator Superfamily %28MFS%29
CD630_30580	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	G	PTS system%2C alpha-glucoside-specific IIA component
CD630_30590	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Putative membrane protein
CD630_30600	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	G	Phospho-alpha-glucosidase
CD630_30610	0	0	2	0	0	0	1	0	0.34	0	0	1.032	0.045	0.171	0.864394441197924	NA	0	27.0345	10	10	TRUE	NA	G-G	PTS system%2C alpha-glucoside-specific IIBC component
CD630_30620	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	K	Transcriptional regulator%2C RpiR family
CD630_30630	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	Putative peptidase%2C S41 family
CD630_30640	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	G	Xylose isomerase
CD630_30650	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	G	Xylulose kinase
CD630_30660	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	GK	Transcriptional regulator%2C Xylose repressor
CD630_30670	0	0	0	1	0	0	0	0	0.08	0	0	0.972	-0.041	-0.159	0.874051897451427	NA	0	349.1015	10	10	TRUE	NA	G	PTS system%2C xyloside-specific IIA component
CD630_30680	0	0	0	3	0	0	0	1	0.25	0	0	1.017	0.024	0.092	0.926773056356127	NA	0	45.2588	10	10	TRUE	NA	G	PTS system%2C xyloside-specific IIB component
CD630_30690	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	G	PTS system%2C xyloside-specific IID component
CD630_30700	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	G	PTS system%2C xyloside-specific IIC component
CD630_30710	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	G	Glycosyl hydrolase
CD630_30720	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	Conserved hypothetical protein
CD630_30730	0	0	0	2	0	0	0	1	0.16	0	0	0.996	-0.006	-0.024	0.981064521226078	NA	0	91.5366	10	10	TRUE	NA	notInCOG	Putative membrane protein
CD630_30740	0	0	0	2	0	0	0	1	0.16	0	0	0.996	-0.006	-0.024	0.981064521226078	NA	0	91.5366	10	10	TRUE	NA	G	tagatose-bisphosphate aldolase
CD630_30750	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	G-G-GT	PTS system%2C tagatose-specific IIABC component
CD630_30760	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	G	Tagatose-6-phosphate kinase
CD630_30770	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	K	Transcriptional regulator%2C RpiR family
CD630_30780	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	Putative membrane protein
CD630_30790	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	G	6-phospho-beta-glucosidase
CD630_30800	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	G	PTS system%2C lactose/cellobiose-family IIA component
CD630_30810	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	G	PTS system%2C lactose/cellobiose-family IIC component
CD630_30820	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	G	PTS system%2C lactose/cellobiose-family IIB component
CD630_30830	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	K-G	Transcription antiterminator%2C PTS operon regulator
CD630_30840	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	G	Glycerate kinase
CD630_30850	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	G	Alpha-mannosidase
CD630_30860	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	GT-G-G	PTS system%2C 2-O-a-mannosyl-D-glycerate-specific IIABC component
CD630_30870	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	K	Transcriptional regulator%2C RpiR family
